age,annual_income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income_ratio,loan_term_months,default
61,163262,11792,607,0,0,0.17,48,1
34,65328,9729,763,4,2,0.32,36,0
35,40837,16945,656,0,4,0.61,60,1
51,202894,14014,528,2,2,0.41,12,0
21,110951,24556,596,18,0,0.42,36,0
23,21994,12699,766,0,3,0.22,24,0
36,33120,14889,577,1,1,0.26,48,0
43,29170,40927,693,5,1,0.23,24,1
31,67698,10267,594,0,1,0.35,48,1
32,65223,11258,534,8,2,0.37,36,1
30,64972,27504,688,1,0,0.37,24,0
52,21699,7524,623,3,1,0.51,12,0
36,35630,29413,777,1,2,0.38,48,0
28,45494,11589,740,5,3,0.05,60,0
58,19713,8103,751,4,2,0.28,60,0
32,31700,22997,735,14,1,0.33,48,0
44,96588,11491,705,2,0,0.27,36,0
48,22538,39917,540,10,0,0.32,60,1
28,101481,14026,631,4,1,0.25,36,0
48,84590,13965,703,12,1,0.54,12,0
56,42388,9398,626,1,0,0.15,24,0
46,35438,12233,647,3,0,0.15,36,0
28,74303,11343,707,2,1,0.12,36,0
48,33061,29697,734,0,0,0.47,36,1
48,33894,15895,576,4,0,0.12,48,0
57,48439,20400,703,7,3,0.43,12,1
61,16896,14173,695,4,0,0.33,36,0
56,23742,10440,570,1,1,0.31,36,0
47,41863,16690,617,1,1,0.41,48,1
37,62183,34698,661,1,1,0.61,12,0
29,32833,7122,761,19,1,0.17,60,0
53,44408,17183,616,2,0,0.24,12,0
40,21878,32792,683,1,1,0.11,36,0
33,78138,8193,743,2,0,0.38,48,0
48,54723,23230,798,0,0,0.27,36,0
49,57197,23246,668,1,2,0.18,48,1
33,62575,6145,480,3,4,0.28,60,1
55,50973,26010,723,8,0,0.2,24,0
26,38488,9353,666,10,1,0.47,36,0
38,86234,16569,582,10,0,0.05,24,0
25,53020,24698,706,14,0,0.56,48,0
45,45122,27448,799,0,3,0.55,24,1
22,48809,5316,666,0,2,0.22,48,0
30,48291,39072,520,0,1,0.39,48,1
50,44896,31280,765,4,1,0.71,36,0
25,61270,25113,651,4,2,0.38,36,1
53,30701,16595,707,5,0,0.2,36,1
21,31844,10286,654,2,2,0.49,24,1
38,64837,6975,686,2,0,0.44,24,0
52,45587,5042,703,3,1,0.19,60,0
31,79673,19667,714,0,1,0.22,36,0
41,60140,25105,661,8,2,0.32,36,0
46,37185,12698,589,12,0,0.6,12,0
45,65352,10131,665,2,2,0.18,48,0
42,89196,13932,713,6,2,0.3,48,0
47,61297,9097,589,3,0,0.6,12,0
33,68377,13534,561,1,0,0.28,24,0
53,44986,8789,756,0,1,0.51,24,0
54,80540,19287,785,1,0,0.33,48,0
61,36667,28178,653,4,0,0.58,24,0
55,58062,18126,698,0,1,0.51,60,0
21,177150,12730,680,9,1,0.38,36,0
41,64179,24184,475,17,2,0.34,48,0
26,39721,13512,666,0,0,0.21,48,1
48,39670,23727,767,1,0,0.09,12,0
37,47303,9120,556,5,1,0.35,36,1
25,75028,9857,548,8,0,0.42,36,0
51,52727,7381,591,2,1,0.47,60,0
25,35444,10104,612,3,1,0.69,36,1
58,35413,24072,703,11,0,0.15,48,0
23,52892,7918,755,2,0,0.33,36,0
43,50071,3351,753,0,1,0.42,48,0
57,61542,10418,702,26,5,0.2,12,0
57,77555,6606,522,0,1,0.44,60,0
30,191698,9870,522,0,2,0.4,60,1
30,23599,47293,708,2,4,0.29,36,0
39,69108,7837,523,0,0,0.12,24,0
37,51490,19538,694,19,4,0.34,48,0
41,19491,12731,672,2,2,0.41,36,0
34,91561,16705,612,8,1,0.08,36,0
29,60511,9842,446,0,2,0.3,48,0
21,73123,26817,666,0,0,0.3,48,0
33,20958,17259,690,5,0,0.49,60,1
24,43905,17549,605,12,2,0.18,60,0
21,28578,14176,562,0,0,0.42,36,1
60,144574,28383,673,4,1,0.44,24,0
52,86879,18696,533,0,0,0.38,36,0
54,34874,16689,699,8,2,0.48,60,0
48,22735,19763,734,12,2,0.65,24,1
51,54015,4647,493,4,2,0.49,36,1
28,84644,14952,607,5,1,0.28,12,0
59,20588,12856,646,0,0,0.44,48,0
46,30764,26934,648,0,0,0.52,48,0
54,28203,8772,579,0,2,0.23,36,1
23,75619,15073,543,1,2,0.44,36,0
32,40744,42374,613,7,0,0.39,24,0
21,41607,13155,701,2,1,0.44,48,0
64,53494,6013,695,0,2,0.14,36,0
25,31598,49235,696,9,0,0.33,24,0
50,23817,8696,750,25,4,0.25,12,0
50,97230,7159,566,3,2,0.39,12,0
37,101848,7330,619,3,0,0.46,48,1
43,53626,20673,635,0,1,0.08,48,0
35,55607,29105,419,2,3,0.41,24,1
57,92088,38416,667,2,1,0.57,36,1
41,53014,13483,647,16,2,0.58,36,0
34,39753,7389,559,5,1,0.59,60,0
22,49994,9490,719,7,2,0.48,48,0
31,98379,13631,714,0,2,0.55,36,0
59,50345,13190,681,2,1,0.29,24,0
58,35077,29289,513,1,1,0.34,36,0
54,52759,6059,572,9,1,0.12,24,1
58,68057,6841,674,0,0,0.28,48,0
54,64095,11093,607,2,0,0.48,36,0
38,64628,16672,631,0,2,0.43,24,1
50,32424,10243,561,5,0,0.01,12,0
35,72045,9755,665,3,0,0.37,60,0
47,49723,27017,770,3,0,0.28,12,0
54,34341,17732,675,0,1,0.31,36,1
58,71759,7399,727,3,1,0.57,48,0
53,39072,9839,720,4,2,0.19,36,0
44,22311,18216,621,16,3,0.21,36,1
35,29723,6269,635,0,0,0.61,48,1
50,44764,18150,767,12,2,0.32,36,0
62,65457,10869,708,3,2,0.5,36,0
37,31823,16608,726,1,0,0.38,12,0
25,43463,14355,663,5,0,0.37,12,0
49,26680,6833,618,3,0,0.22,24,0
24,80098,9118,628,1,1,0.52,48,0
30,115689,31838,760,4,3,0.47,36,0
37,109605,55425,649,3,2,0.29,24,0
30,79418,4682,749,5,0,0.35,36,1
37,75452,24981,762,5,1,0.44,12,1
40,17397,15952,723,3,0,0.23,48,0
44,53561,46600,714,2,1,0.1,36,1
25,38252,9555,785,0,1,0.37,24,0
54,76132,22901,582,3,2,0.24,48,1
26,13783,11141,617,1,1,0.48,60,1
22,53986,28820,549,0,1,0.31,36,0
33,44036,53464,530,2,1,0.15,48,0
63,85752,15181,646,0,2,0.38,36,0
63,106297,6745,671,4,1,0.16,48,1
31,30809,31204,690,3,1,0.42,60,1
43,31512,18756,594,7,0,0.03,48,0
36,55008,16761,616,1,2,0.35,24,1
51,116643,34542,717,2,1,0.41,48,0
31,50517,6750,533,5,1,0.17,48,1
36,25859,8693,651,24,2,0.54,36,1
28,36209,19083,754,11,0,0.12,36,0
24,54248,8577,628,3,1,0.4,24,1
60,55276,11052,616,5,0,0.11,36,0
24,34473,28705,749,3,0,0.19,24,0
45,35850,17322,536,2,1,0.4,48,0
23,30007,6586,585,4,0,0.42,12,0
52,86732,17065,588,2,0,0.37,12,1
23,32293,28097,705,1,0,0.46,36,0
47,38855,14807,521,6,2,0.16,36,1
49,38306,22540,748,10,3,0.12,60,0
52,21960,9796,647,1,1,0.45,24,0
39,31834,15614,733,6,0,0.09,48,0
41,90587,5187,749,2,2,0.17,36,0
25,26778,19493,587,1,1,0.33,48,0
38,30278,16582,651,4,2,0.39,24,1
48,25178,6160,631,14,1,0.39,36,0
62,46849,33273,644,2,2,0.15,36,1
42,125836,18820,604,7,1,0.35,48,0
41,45873,8816,739,1,0,0.19,36,0
26,50684,19804,635,8,2,0.4,60,1
21,32934,7400,623,7,0,0.37,24,1
25,47533,8041,739,7,1,0.48,36,0
61,90628,7423,716,30,4,0.31,48,0
32,52651,7296,673,0,0,0.28,36,0
46,142327,17371,618,2,3,0.61,60,0
54,92018,14139,767,4,1,0.07,48,0
34,46950,20929,565,4,3,0.63,48,1
46,46495,2460,735,7,2,0.32,36,0
47,110797,10562,700,0,0,0.14,36,0
29,52504,10652,548,6,3,0.26,36,0
46,99157,13788,655,6,2,0.47,24,0
42,133446,13576,544,0,3,0.47,60,0
50,44262,15319,622,3,1,0.66,24,0
63,58452,14090,672,1,0,0.37,48,0
37,80017,10144,568,8,1,0.39,12,0
46,71951,10511,462,0,0,0.48,36,1
56,71699,12942,639,0,4,0.05,36,0
21,25166,18084,667,0,0,0.33,36,0
28,32073,14059,619,0,3,0.38,24,0
55,38267,8340,648,4,2,0.12,12,0
35,89968,8079,635,10,0,0.33,60,0
42,26431,18141,568,3,3,0.25,48,1
34,104989,21045,805,1,3,0.33,36,0
46,72396,25402,675,2,1,0.6,12,0
48,87300,9951,615,2,1,0.66,36,0
43,30798,4330,584,3,0,0.33,36,0
34,50825,16797,618,2,1,0.42,24,1
44,56923,8696,620,5,0,0.51,48,0
22,55685,12556,653,2,2,0.41,36,0
46,56830,14602,741,5,0,0.12,60,0
34,42690,18623,585,3,0,0.35,48,1
27,52449,22832,664,0,1,0.26,48,0
23,82189,26951,713,12,1,0.47,36,0
43,27357,29483,596,0,0,0.26,36,0
63,106247,14220,595,3,1,0.36,36,0
38,80093,4850,529,14,1,0.39,12,1
58,30254,9267,784,1,0,0.22,48,0
55,59392,31097,690,0,1,0.18,36,0
35,76937,14606,604,3,2,0.17,24,0
45,26432,49366,600,1,2,0.6,24,1
57,50060,10642,567,4,0,0.44,12,0
48,47133,53515,662,8,2,0.35,36,1
30,35497,13347,622,3,1,0.49,48,0
59,51337,10385,576,5,1,0.54,24,1
37,36310,8716,588,5,1,0.35,36,1
59,97455,19849,708,8,0,0.41,36,0
42,35834,5722,619,5,3,0.25,36,0
46,72837,9606,551,18,3,0.61,12,0
64,21424,12944,655,3,0,0.36,36,0
45,45210,3447,595,0,0,0.52,36,0
37,49323,12601,701,2,2,0.54,48,0
33,44482,37507,770,9,1,0.37,24,0
40,40208,17312,495,0,2,0.52,48,1
45,35110,9001,593,6,0,0.16,48,0
24,71486,10029,661,3,2,0.29,60,0
30,80799,16354,643,11,2,0.48,60,0
23,47047,9833,750,6,2,0.3,48,1
61,28330,17696,648,5,0,0.53,60,0
38,120207,9668,666,10,1,0.41,24,0
56,31574,7225,684,11,1,0.67,24,1
42,23630,27132,595,2,1,0.34,24,1
54,17920,20443,691,13,1,0.35,48,1
28,51520,4302,682,0,1,0.39,36,0
60,43971,10914,658,7,0,0.47,48,0
64,82082,24978,496,2,0,0.16,36,0
39,66538,12092,589,3,0,0.35,48,1
62,56675,9430,664,9,1,0.38,48,0
61,42800,11481,642,5,2,0.31,48,0
57,85390,14279,709,3,1,0.38,60,0
26,124703,11994,710,0,0,0.25,48,1
46,81185,12713,677,14,1,0.11,24,0
54,38879,12210,710,2,1,0.31,60,0
26,72459,7448,690,0,1,0.08,48,0
57,40092,7222,607,4,0,0.35,36,0
53,28210,6946,649,2,4,0.16,36,0
42,31272,14113,562,4,0,0.49,48,1
41,40982,18951,769,1,0,0.26,48,0
26,51636,7594,549,2,1,0.54,48,0
26,137350,5431,483,17,1,0.28,24,1
24,31544,7920,819,13,0,0.45,60,0
50,95010,30990,642,9,1,0.39,24,0
31,41830,11071,721,7,1,0.48,36,0
50,17886,11749,708,0,0,0.36,24,1
51,38068,8278,733,3,3,0.54,36,0
44,88287,18826,697,6,2,0.37,36,0
29,58240,12406,697,1,4,0.44,36,0
23,60007,8638,462,0,0,0.22,24,1
51,95249,7197,572,2,4,0.48,36,1
60,29197,16759,439,2,2,0.63,36,0
57,28973,15652,584,0,1,0.36,48,0
56,15805,6355,607,1,2,0.23,36,1
44,76003,27901,640,12,1,0.19,36,0
51,64941,9089,574,1,1,0.14,60,0
26,70402,3516,621,4,2,0.16,48,0
22,27132,33429,608,3,1,0.24,24,1
40,21979,12562,677,9,0,0.12,36,0
48,25341,17338,710,5,1,0.4,48,0
31,30906,36438,667,0,0,0.24,48,1
24,106614,7320,700,0,2,0.46,48,0
35,80826,17811,665,4,1,0.52,24,0
26,38983,27043,744,0,1,0.41,36,0
50,56932,7625,799,2,2,0.48,48,0
58,34920,32093,454,2,1,0.26,36,0
22,58814,5735,740,1,1,0.12,36,0
35,27748,12616,546,1,0,0.1,48,0
31,71333,7007,664,2,1,0.28,36,0
28,32053,20282,670,0,3,0.35,36,0
46,73347,7485,698,8,0,0.33,36,0
64,39588,9224,645,15,1,0.39,36,1
25,33023,7884,649,1,0,0.49,24,0
26,109809,6495,677,0,2,0.59,60,0
46,53555,8432,622,15,0,0.44,36,0
24,41727,13001,498,6,1,0.4,24,1
39,71617,12580,649,11,1,0.29,24,1
40,25084,11732,590,2,2,0.13,24,0
53,85257,8955,583,3,1,0.26,48,1
40,45719,10790,575,13,1,0.31,36,0
32,66197,5159,492,3,1,0.07,36,1
21,22608,8783,618,5,1,0.25,48,0
46,40489,11695,650,6,3,0.53,48,0
34,49133,15940,711,9,0,0.34,48,0
58,82055,14814,602,18,0,0.4,12,0
57,68885,6394,776,2,0,0.55,48,0
31,40286,17269,696,1,1,0.37,24,0
56,57467,14376,560,0,0,0.36,36,0
33,91884,31700,610,9,0,0.42,24,0
63,44356,5449,811,1,2,0.77,48,0
23,42005,12309,710,0,1,0.35,48,0
53,19056,24804,607,10,2,0.33,24,0
26,42636,11182,721,3,1,0.43,36,0
30,20541,7722,549,9,2,0.45,48,0
25,46297,8187,605,4,2,0.33,24,0
43,80343,21394,463,1,1,0.36,24,1
30,16986,5277,698,0,2,0.33,36,0
64,90862,10938,556,2,1,0.46,60,1
22,41559,7897,643,0,0,0.06,12,0
33,48359,8262,526,4,1,0.55,36,1
60,38131,17412,666,2,1,0.37,48,0
22,20814,10538,644,0,3,0.02,36,0
40,33140,15364,532,3,2,0.02,12,0
21,139903,6341,611,8,1,0.34,36,1
57,28338,21981,660,18,2,0.05,60,0
29,22153,15178,685,3,0,0.57,36,0
37,52609,28079,776,0,0,0.68,48,0
29,46962,10465,747,8,0,0.14,12,0
31,41703,17496,594,5,1,0.2,48,0
35,49376,21376,593,15,5,0.27,24,0
44,67649,17290,535,3,0,0.35,48,1
58,36549,37000,569,2,1,0.38,36,0
55,54025,4924,718,16,0,0.2,24,0
50,81792,14835,522,3,0,0.55,36,1
51,29802,10472,637,0,1,0.46,48,1
25,15350,10030,625,3,0,0.53,60,0
64,68555,32732,589,0,1,0.35,48,0
34,171353,9208,545,6,1,0.56,60,0
31,48840,22285,498,4,0,0.33,48,0
29,54228,7097,546,0,2,0.14,36,0
54,42281,24629,643,8,0,0.52,48,1
32,108448,13180,697,3,0,0.19,48,1
55,47151,11275,778,0,1,0.29,48,0
55,44654,5313,676,0,2,0.22,24,0
21,77298,11289,697,8,1,0.56,24,1
60,38478,8848,778,2,1,0.28,24,0
42,25787,38123,677,8,1,0.39,24,0
49,76202,13780,728,0,1,0.51,36,0
28,36469,9340,619,1,1,0.25,36,1
31,30099,9106,707,7,0,0.41,12,0
61,140087,5908,666,5,2,0.3,48,0
57,44833,33301,630,1,2,0.38,36,1
34,62762,28389,773,13,0,0.35,12,0
50,49749,12833,553,1,0,0.5,48,1
55,31471,49395,581,9,1,0.33,12,0
41,69197,13255,744,5,1,0.35,36,0
57,57370,25793,727,0,1,0.63,48,0
25,35253,18764,651,4,3,0.14,36,0
39,60876,9464,677,13,0,0.45,36,0
34,37905,14904,691,4,2,0.63,12,1
46,28219,16707,679,3,1,0.33,24,1
24,26827,6108,669,2,2,0.15,48,1
45,56107,15879,582,7,1,0.26,48,0
62,40482,26491,749,12,1,0.31,24,0
45,103865,8822,633,6,0,0.57,60,0
38,47979,11775,570,6,1,0.12,36,0
60,33103,6865,660,1,1,0.41,60,0
28,53045,9999,677,8,1,0.13,36,0
59,25664,10476,681,0,0,0.27,36,0
60,47001,34437,727,7,4,0.53,24,1
34,57502,11044,619,1,0,0.44,48,0
52,54059,9718,644,3,2,0.41,12,1
58,94032,12627,582,5,1,0.5,60,0
53,179648,4795,668,7,2,0.35,36,0
43,68576,3244,581,10,0,0.37,24,0
35,88379,5829,602,1,1,0.33,36,0
53,174858,16227,728,1,0,0.42,48,0
45,29640,13338,660,27,4,0.41,36,0
37,52329,22504,763,1,3,0.59,12,0
53,38599,5365,744,5,3,0.12,48,0
22,74706,11820,667,15,1,0.33,36,0
34,56151,5140,678,11,0,0.32,12,0
60,32558,15683,630,2,0,0.55,60,0
60,49289,5844,733,5,3,0.22,48,0
59,82740,11544,679,3,4,0.3,36,0
26,25543,15120,722,2,0,0.36,36,0
26,32903,10564,598,0,0,0.42,48,1
23,30526,3438,541,8,2,0.32,36,1
27,57710,36221,690,0,1,0.27,48,1
28,91149,9912,706,4,1,0.25,24,0
62,17946,5086,656,4,1,0.19,24,1
35,51390,21093,696,2,3,0.21,36,0
49,30880,21571,581,0,1,0.3,48,0
53,81040,11144,725,8,0,0.24,48,0
50,43543,33582,743,3,1,0.65,36,0
59,52330,8566,731,6,0,0.42,36,0
47,48988,14844,659,0,1,0.2,36,0
56,86000,18151,744,0,0,0.42,36,1
49,136532,33136,558,0,1,0.12,48,0
58,27796,4163,695,0,1,0.54,36,0
53,30446,52843,707,1,0,0.28,36,0
57,57569,27019,690,5,3,0.51,24,0
47,32591,17495,574,0,2,0.36,60,1
53,78181,8268,668,0,0,0.39,24,1
24,84715,7862,629,0,1,0.37,24,0
42,37298,15878,493,5,0,0.01,48,0
22,33464,17966,555,3,1,0.43,48,0
30,42728,16629,742,2,1,0.21,24,1
25,51637,14703,618,5,1,0.35,48,0
30,57378,17312,734,4,2,0.43,60,0
53,15892,3599,741,0,1,0.56,36,0
58,30220,11388,693,9,0,0.51,36,0
33,40052,5825,600,2,1,0.19,24,0
51,32909,13038,725,2,1,0.15,36,0
56,11703,29257,667,7,1,0.37,48,1
44,19068,7744,653,1,1,0.43,12,0
35,25522,8729,577,0,3,0.46,24,0
49,46275,8024,609,11,1,0.48,24,1
28,39414,8694,578,3,0,0.27,36,0
25,35746,18628,726,2,0,0.37,48,0
49,73003,21425,772,8,3,0.16,24,0
24,72989,32257,723,0,1,0.54,48,0
32,52836,7309,665,1,0,0.53,48,1
22,52055,20137,625,0,1,0.33,24,0
47,31941,22252,688,6,1,0.24,60,0
51,33911,36025,616,1,1,0.19,36,1
56,20872,7644,647,7,2,0.39,36,0
56,43244,4015,584,0,1,0.19,36,0
46,72610,11311,702,4,2,0.45,48,1
63,96487,72056,706,1,2,0.36,48,0
47,43373,6924,722,1,1,0.31,48,0
25,62682,17892,694,8,1,0.47,36,0
40,11754,3533,689,2,0,0.08,36,0
31,39479,39691,566,4,1,0.42,24,1
30,39019,4328,563,0,0,0.35,36,1
60,103319,3182,676,7,2,0.32,36,0
58,59662,14176,738,1,0,0.46,12,0
26,62763,14343,628,5,2,0.55,36,0
28,61154,31306,650,7,1,0.38,36,0
43,50147,22240,651,0,1,0.42,24,0
46,105470,4022,502,1,3,0.29,60,0
63,15480,12196,669,6,0,0.25,12,1
32,52738,8793,606,1,0,0.39,12,1
46,86241,5996,698,9,3,0.3,48,0
33,19040,17330,647,1,0,0.3,48,0
60,74530,24978,635,2,3,0.58,36,0
38,33503,8240,637,0,1,0.54,60,1
45,51787,10941,623,0,2,0.16,60,1
53,33183,11387,541,1,2,0.49,24,0
60,79187,8985,726,0,1,0.46,36,0
63,42438,10337,599,1,0,0.38,12,0
32,74824,8981,612,2,0,0.51,36,1
64,60941,14397,656,2,0,0.58,12,0
56,32961,9396,560,1,0,0.47,24,0
24,63002,17261,610,0,1,0.3,48,1
25,35179,9376,803,1,4,0.29,48,0
57,50618,19693,676,6,2,0.27,48,0
28,42053,9255,581,3,2,0.41,12,1
62,76876,19214,483,14,2,0.54,36,1
48,64225,8029,730,0,1,0.16,48,0
51,48273,22724,569,1,2,0.49,48,1
29,34792,4597,606,1,1,0.56,36,0
49,25990,13312,616,0,1,0.11,24,1
34,52461,9506,576,14,1,0.29,48,0
60,35733,12994,643,2,1,0.17,48,1
61,19168,6557,605,3,1,0.41,24,0
42,25209,11887,698,0,0,0.22,36,0
31,110518,6866,661,10,3,0.2,36,0
43,35242,11580,764,5,2,0.54,48,1
21,84211,10952,766,2,2,0.21,60,0
57,41014,16284,573,10,1,0.39,36,1
41,91106,13897,623,11,2,0.34,36,0
46,87867,41232,822,0,0,0.27,24,0
56,32440,9838,557,0,0,0.33,24,1
43,18142,12337,713,0,1,0.32,12,0
21,18926,90272,693,4,1,0.51,48,1
60,32717,11682,582,1,4,0.5,36,0
35,126098,23669,585,9,0,0.41,12,0
41,39923,18881,797,3,0,0.57,36,0
29,52713,54223,795,9,1,0.45,36,0
29,94058,5662,684,4,3,0.24,60,0
30,51800,5288,539,7,0,0.26,36,1
46,50916,6831,750,2,0,0.66,24,1
61,66925,14819,538,14,1,0.47,36,0
55,56640,7317,707,5,1,0.38,48,0
45,46642,3714,520,4,2,0.38,36,1
46,34175,7672,650,2,1,0.36,48,1
31,50982,16666,720,13,0,0.7,24,0
58,84727,7768,423,2,1,0.23,36,0
22,119491,26514,607,9,1,0.48,48,0
27,56734,6800,662,2,1,0.53,12,1
38,71509,13473,622,7,0,0.25,24,0
47,56098,10566,596,12,3,0.24,36,1
54,46926,14959,639,3,2,0.13,36,0
47,63394,15887,733,3,3,0.2,48,1
37,88846,34583,759,2,0,0.47,24,0
63,31470,20209,706,0,2,0.33,48,1
64,23725,10379,774,5,1,0.45,36,0
44,37552,19297,607,0,1,0.47,24,1
45,54493,20955,697,2,3,0.35,12,0
27,75730,45568,568,2,4,0.21,60,1
26,29889,12157,850,0,1,0.44,36,0
44,14125,12711,658,5,1,0.01,24,0
53,37997,29359,714,0,0,0.53,24,1
49,44491,4027,509,7,1,0.02,24,0
63,27415,11816,712,1,2,0.16,36,0
42,33589,20263,659,1,3,0.29,48,0
46,75632,25042,687,2,1,0.18,24,0
48,50973,3548,651,0,1,0.07,36,0
41,58268,5985,640,2,3,0.37,48,0
27,41034,2994,625,0,2,0.28,48,1
37,33622,22556,642,2,1,0.27,12,1
40,40886,15103,767,2,1,0.31,24,0
61,62908,31301,620,2,2,0.15,24,0
40,23256,13595,830,5,4,0.45,12,0
42,111869,51256,654,7,0,0.21,60,1
48,65344,7586,761,2,2,0.42,36,1
60,37498,10718,741,1,3,0.32,36,1
27,73622,17114,524,3,2,0.32,48,0
21,90325,8711,541,7,2,0.29,36,1
52,41557,17159,595,5,1,0.48,36,1
33,43989,12501,526,0,1,0.52,24,1
50,103438,12072,616,3,1,0.5,36,0
43,141419,12392,652,23,0,0.32,48,1
39,49747,20398,701,2,2,0.35,48,0
52,27471,10875,664,2,2,0.23,36,1
50,38742,6822,650,1,2,0.27,24,0
49,82166,13909,731,3,0,0.17,36,0
49,29286,9133,721,0,4,0.26,60,1
50,44172,7335,802,1,1,0.39,12,1
36,56743,4728,664,6,1,0.34,12,0
60,30904,23357,457,0,1,0.27,12,0
39,84814,19880,684,13,1,0.49,48,1
38,69354,31083,831,1,1,0.2,12,1
21,133889,13381,732,4,0,0.35,24,0
34,72455,25517,750,1,1,0.71,60,0
22,30319,7584,657,3,1,0.58,48,1
48,63907,4251,723,11,1,0.27,24,0
50,80339,8510,754,0,0,0.53,24,1
58,82432,11806,623,9,2,0.26,36,0
24,33242,16585,609,4,1,0.41,12,0
21,31314,28810,686,5,2,0.62,48,0
28,27727,16207,727,0,3,0.3,36,0
49,109356,51763,429,7,0,0.47,36,1
59,66932,14355,634,0,2,0.33,36,0
23,32512,14192,493,16,4,0.27,24,0
52,52239,16365,640,8,0,0.45,24,0
30,46081,16770,785,3,2,0.43,12,0
30,30143,16626,600,12,0,0.15,36,1
39,49915,6378,627,0,2,0.3,36,1
54,53924,22277,702,23,2,0.17,48,0
53,128749,60078,729,6,1,0.1,48,0
43,35318,7865,726,0,2,0.33,60,1
48,20853,13033,652,3,1,0.4,24,0
52,29013,5862,695,6,1,0.5,24,0
27,31372,20976,692,4,1,0.12,60,1
49,39598,20964,593,2,0,0.18,36,1
28,29049,5418,509,1,1,0.57,48,1
21,73943,6078,578,1,3,0.24,24,1
23,28056,3831,765,13,2,0.14,24,0
44,49513,34276,827,1,2,0.61,12,0
43,133265,8076,642,16,1,0.33,60,0
28,64652,12326,762,1,4,0.28,12,0
57,61413,10721,626,2,1,0.25,24,1
23,124077,24174,677,0,2,0.21,36,0
53,91383,19853,600,11,1,0.33,48,0
48,65027,19227,731,0,1,0.4,48,1
28,41966,8207,598,2,1,0.42,24,1
54,48467,20105,578,9,3,0.08,48,0
55,47303,23319,653,7,4,0.58,12,1
52,40106,19752,715,9,3,0.33,36,0
44,54503,6164,663,12,2,0.4,24,1
34,58417,6782,612,12,2,0.47,48,0
52,26309,37883,578,7,0,0.29,12,1
63,110859,42888,515,4,0,0.42,48,1
36,60168,12810,613,4,2,0.37,60,1
24,42985,12800,637,0,1,0.31,24,0
57,54753,14683,694,6,5,0.36,60,0
41,78056,18909,556,1,0,0.27,60,1
34,23544,5622,703,8,0,0.23,36,0
51,46512,15340,602,4,1,0.37,36,1
38,27094,7197,608,21,0,0.37,48,0
27,185072,13198,749,1,0,0.39,36,0
30,52527,7861,451,6,2,0.56,48,1
27,27204,9054,551,3,0,0.4,12,1
53,296479,14897,653,13,0,0.3,24,0
43,37496,9224,649,1,1,0.38,36,0
41,44154,6909,513,0,1,0.69,24,0
39,45779,31955,610,3,0,0.18,24,1
39,32081,6969,726,3,2,0.61,48,0
56,55474,3339,556,1,1,0.41,24,0
49,16230,18793,736,21,0,0.36,24,0
38,84368,11228,592,0,1,0.31,24,1
22,27892,13126,500,4,0,0.29,24,0
21,39828,14689,715,1,1,0.1,24,0
25,71379,28635,670,0,3,0.38,48,1
40,44257,40875,532,22,1,0.48,36,0
31,45171,15553,606,3,0,0.33,36,0
62,29553,6598,787,9,3,0.28,36,1
22,139779,14582,702,9,3,0.24,12,0
23,63942,19025,739,8,1,0.36,60,0
43,28527,24396,558,3,1,0.44,48,0
32,53588,14506,748,11,0,0.5,24,0
40,27536,9544,536,2,1,0.07,12,0
25,115983,7753,538,2,0,0.28,36,0
57,54166,12457,716,1,0,0.46,36,0
58,30098,5428,543,2,1,0.17,36,1
50,69480,16926,771,21,0,0.32,36,0
29,42657,14859,549,4,4,0.46,36,1
54,25742,14815,572,8,2,0.34,48,1
64,59309,20549,742,1,0,0.36,24,0
55,58478,31907,600,15,3,0.18,36,0
42,86583,12806,713,0,0,0.27,36,0
64,50627,13990,560,13,1,0.39,36,1
44,51716,10702,627,11,1,0.47,60,0
37,53107,18599,709,0,0,0.3,36,0
30,108840,13298,582,4,3,0.53,48,1
50,41980,26716,731,7,1,0.35,60,0
43,61989,26381,621,2,1,0.35,36,0
52,66727,16149,659,0,1,0.56,36,0
37,58389,12736,569,8,2,0.04,24,0
37,41193,11339,588,3,0,0.01,48,0
34,52067,17822,582,1,0,0.48,24,0
29,46778,17851,601,0,1,0.31,24,0
60,130562,11336,773,5,0,0.42,60,0
22,38992,15883,739,0,0,0.35,48,0
45,31061,8395,686,7,1,0.42,48,0
59,48869,17510,597,7,2,0.45,60,1
29,47176,8829,582,1,3,0.51,60,0
42,54090,21231,572,3,0,0.41,36,1
63,38998,11047,625,5,0,0.52,36,1
24,51802,36472,672,15,1,0.27,60,0
46,52302,13676,699,3,0,0.42,12,1
49,77110,15410,651,28,3,0.14,60,0
54,51354,5772,695,1,0,0.25,48,0
43,51597,31067,724,3,4,0.45,36,0
57,63460,13059,620,0,1,0.47,36,0
31,75646,37937,737,4,3,0.32,12,1
26,29976,13752,571,3,2,0.53,36,0
38,26208,11749,696,9,1,0.1,24,0
41,114432,9829,652,28,2,0.5,24,0
62,69705,19639,664,21,1,0.32,48,0
56,43927,18259,620,1,0,0.07,36,0
61,49506,6000,749,2,0,0.2,48,0
58,40284,9496,601,1,2,0.28,60,0
54,54482,20609,760,1,1,0.19,24,0
37,30154,9075,761,0,1,0.2,24,0
57,74614,8182,686,3,0,0.43,36,0
45,53515,15029,624,10,2,0.27,60,0
